product,issue,sub_product,timely,company_response,submitted_via,company,state,sub_issue,Count of complaint_id,Month Year
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,FIRST NATIONAL BANK OF OMAHA,NE,Company closed your account,1,2024-08-11
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,OR,Funds not received from closed account,1,2024-08-12
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,WY,Funds not received from closed account,1,2024-02-08
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,"WEBSTER BANK, NATIONAL ASSOCIATION",VT,Can't close your account,1,2024-04-24
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,SD,Fees charged for closing account,1,2024-05-01
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with monetary relief,Referral,U.S. BANCORP,NM,Funds not received from closed account,1,2024-08-23
Checking or savings account,Closing an account,CD (Certificate of Deposit),Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,AK,Funds not received from closed account,1,2024-08-06
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,HANCOCK WHITNEY BANK,VT,Company closed your account,1,2023-12-15
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,DC,Company closed your account,1,2024-08-19
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,WY,Funds not received from closed account,1,2024-04-18
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,TD BANK US HOLDING COMPANY,ID,Company closed your account,1,2024-07-18
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,TD BANK US HOLDING COMPANY,VT,Company closed your account,1,2023-12-15
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,WY,Funds not received from closed account,1,2024-04-15
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Postal mail,"CHARLES SCHWAB CORPORATION, THE",AK,Can't close your account,1,2024-08-08
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,MT,Company closed your account,1,2024-03-01
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,Funds not received from closed account,1,2024-08-27
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,DC,Company closed your account,1,2024-08-30
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,ME,Funds not received from closed account,1,2024-07-09
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",WA,Company closed your account,1,2024-08-30
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",WY,Funds not received from closed account,1,2024-07-16
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Company closed your account,1,2024-08-19
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,AR,Company closed your account,1,2024-08-23
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,Chime Financial Inc,ID,Funds not received from closed account,1,2024-06-21
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"Dave Operating, LLC",MA,Can't close your account,1,2024-08-29
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,FinCo Services Inc DBA Current,KS,Funds not received from closed account,1,2024-08-31
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",WY,Funds not received from closed account,1,2024-06-08
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,DE,Funds not received from closed account,1,2024-09-01
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,MA,Company closed your account,1,2024-08-31
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,MT,Funds not received from closed account,1,2024-05-23
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,VT,Company closed your account,1,2024-05-07
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,VT,Funds not received from closed account,1,2024-02-08
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,WY,Fees charged for closing account,1,2024-05-09
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"Mercury Technologies, Inc.",CT,Company closed your account,1,2024-08-26
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"PINNACLE FINANCIAL PARTNERS, INC.",MT,Company closed your account,1,2024-06-19
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"Paypal Holdings, Inc",AK,Company closed your account,1,2024-07-30
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,ROBINHOOD MARKETS INC.,VT,Company closed your account,1,2024-04-19
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,"Relay Financial (US), Corp.",ID,Can't close your account,1,2024-07-05
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,RI,Funds not received from closed account,1,2024-08-27
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,TransferWise Ltd,WY,Company closed your account,1,2024-07-22
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,ID,Company closed your account,1,2024-06-26
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,KY,Fees charged for closing account,1,2024-08-22
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,MN,Funds not received from closed account,1,2024-08-26
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,OR,Company closed your account,2,2024-08-21
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,AR,Funds not received from closed account,1,2024-08-22
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,WY,Funds not received from closed account,1,2024-05-02
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,AK,Company closed your account,1,2024-08-05
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,DC,Company closed your account,1,2024-08-14
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,MN,Company closed your account,1,2024-08-24
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,ND,Company closed your account,1,2024-08-09
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,OH,Company closed your account,1,2024-08-31
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,UT,Funds not received from closed account,1,2024-08-20
Checking or savings account,Closing an account,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,WI,Company closed your account,1,2024-08-28
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",KS,Can't close your account,1,2024-08-19
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",IA,Can't close your account,1,2024-08-28
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,ID,Funds not received from closed account,1,2024-07-12
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",AK,Company closed your account,1,2024-04-23
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",DC,Company closed your account,1,2024-08-14
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,Chime Financial Inc,MT,Funds not received from closed account,1,2024-08-11
Checking or savings account,Closing an account,Checking account,Yes,Closed with monetary relief,Web,U.S. BANCORP,ID,Funds not received from closed account,1,2024-07-15
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Referral,U.S. BANCORP,NM,Company closed your account,1,2024-07-30
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",IA,Can't close your account,2,2024-08-26
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",TN,Funds not received from closed account,1,2024-08-29
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,ID,Funds not received from closed account,1,2024-08-15
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,MoneyLion Inc.,VA,Company closed your account,1,2024-08-30
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,TD BANK US HOLDING COMPANY,NJ,Company closed your account,1,2024-08-29
Checking or savings account,Closing an account,Checking account,Yes,Closed with non-monetary relief,Web,WELLS FARGO & COMPANY,SD,Funds not received from closed account,1,2024-04-17
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,FIFTH THIRD FINANCIAL CORPORATION,WV,Can't close your account,1,2024-07-17
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,HSBC NORTH AMERICA HOLDINGS INC.,AZ,Funds not received from closed account,1,2024-08-31
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,JPMORGAN CHASE & CO.,AR,Funds not received from closed account,1,2024-08-26
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,JPMORGAN CHASE & CO.,UT,Company closed your account,1,2024-08-26
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,TD BANK US HOLDING COMPANY,DE,Company closed your account,1,2024-08-28
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,WELLS FARGO & COMPANY,CO,Company closed your account,1,2024-08-25
Checking or savings account,Closing an account,Checking account,Yes,In progress,Web,WELLS FARGO & COMPANY,TX,Fees charged for closing account,1,2024-09-02
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,"Block, Inc.",HI,Company closed your account,1,2024-07-22
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,"Block, Inc.",UT,Funds not received from closed account,1,2024-08-13
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,"Paypal Holdings, Inc",MT,Company closed your account,1,2024-03-25
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,"Paypal Holdings, Inc",NC,Company closed your account,1,2024-09-01
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,ROBINHOOD MARKETS INC.,CO,Company closed your account,1,2024-08-31
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,ROBINHOOD MARKETS INC.,ID,Funds not received from closed account,1,2024-07-31
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,Self Financial Inc.,NY,Funds not received from closed account,1,2024-09-02
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with explanation,Web,U.S. BANCORP,UT,Funds not received from closed account,1,2024-08-13
Checking or savings account,Closing an account,Other banking product or service,Yes,Closed with non-monetary relief,Web,MoneyLion Inc.,MT,Company closed your account,1,2024-08-31
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,"BMO Bank, N.A.",ME,Company closed your account,1,2024-05-09
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",VT,Company closed your account,1,2023-10-28
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,"GLOBAL CLIENT SOLUTIONS, LLC",AK,Funds not received from closed account,1,2024-06-23
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,AK,Can't close your account,1,2024-08-01
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,ID,Funds not received from closed account,1,2024-08-03
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,MT,Company closed your account,1,2024-08-21
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,PR,Company closed your account,1,2024-08-23
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,VA,Funds not received from closed account,1,2024-08-30
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,WA,Can't close your account,1,2024-08-28
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,VT,Funds not received from closed account,1,2024-02-21
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,"SOFI TECHNOLOGIES, INC.",WI,Company closed your account,1,2024-08-29
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,Self Financial Inc.,UT,Can't close your account,1,2024-08-08
Checking or savings account,Closing an account,Savings account,Yes,Closed with explanation,Web,U.S. BANCORP,CO,Can't close your account,1,2024-08-21
Checking or savings account,Closing an account,Savings account,Yes,In progress,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,Funds not received from closed account,1,2024-08-30
Checking or savings account,Closing an account,Savings account,Yes,In progress,Web,"CITIZENS FINANCIAL GROUP, INC.",NY,Can't close your account,1,2024-09-02
Checking or savings account,Closing an account,Savings account,Yes,In progress,Web,GOLDMAN SACHS BANK USA,CT,Funds not received from closed account,1,2024-08-27
Checking or savings account,Closing an account,Savings account,Yes,In progress,Web,JPMORGAN CHASE & CO.,WA,Company closed your account,1,2024-08-27
Checking or savings account,Improper use of your report,Other banking product or service,Yes,Closed with explanation,Web,STATE EMPLOYEES CREDIT UNION,NC,Reporting company used your report improperly,1,2024-08-31
Checking or savings account,Incorrect information on your report,Other banking product or service,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",WY,Personal information incorrect,1,2024-06-26
Checking or savings account,Managing an account,CD (Certificate of Deposit),No,Closed with explanation,Web,"WESBANCO BANK, INC.",WV,Funds not handled or disbursed as instructed,1,2024-08-05
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Referral,GOLDMAN SACHS BANK USA,OR,Funds not handled or disbursed as instructed,1,2024-08-30
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,"AXOS FINANCIAL, INC.",OH,Funds not handled or disbursed as instructed,1,2024-09-03
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",ME,Funds not handled or disbursed as instructed,1,2024-06-26
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,"FIRST INTERSTATE BANCSYSTEM, INC.",SD,Banking errors,1,2024-03-12
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,SIMMONS FIRST NATIONAL CORPORATION,AR,Funds not handled or disbursed as instructed,1,2024-08-22
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,SIMMONS FIRST NATIONAL CORPORATION,AR,Problem with renewal,1,2024-08-26
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,SLM CORPORATION,AK,Problem with renewal,1,2024-08-12
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,OR,Funds not handled or disbursed as instructed,1,2024-08-19
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with monetary relief,Web,GLOBAL CREDIT UNION,AK,Banking errors,1,2024-07-24
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with monetary relief,Web,KEYCORP,AK,Problem with renewal,1,2024-05-22
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,Closed with monetary relief,Web,U.S. BANCORP,MT,Funds not handled or disbursed as instructed,1,2024-03-07
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,In progress,Web,"CITIZENS FINANCIAL GROUP, INC.",DE,Problem with renewal,1,2024-09-03
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,In progress,Web,SYNCHRONY FINANCIAL,CO,Problem with fees or penalties,1,2024-08-27
Checking or savings account,Managing an account,CD (Certificate of Deposit),Yes,In progress,Web,TFS FINANCIAL CORPORATION,NM,Funds not handled or disbursed as instructed,1,2024-08-30
Checking or savings account,Managing an account,Checking account,No,Closed with explanation,Web,ROBINHOOD MARKETS INC.,MT,Problem making or receiving payments,1,2024-02-28
Checking or savings account,Managing an account,Checking account,No,Closed with explanation,Web,TransferWise Ltd,VT,Banking errors,1,2023-12-12
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",WY,Deposits and withdrawals,1,2024-02-05
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,"BMO Bank, N.A.",MO,Funds not handled or disbursed as instructed,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,CAPITAL ONE FINANCIAL CORPORATION,WA,Deposits and withdrawals,1,2024-08-27
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,Chime Financial Inc,ND,Problem using a debit or ATM card,1,2024-07-17
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,Chime Financial Inc,SD,Banking errors,1,2024-03-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,DISCOVER BANK,CO,Problem using a debit or ATM card,1,2024-08-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,"Early Warning Services, LLC",OK,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,"FIRST INTERSTATE BANCSYSTEM, INC.",MT,Cashing a check,1,2024-04-04
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,GOLDMAN SACHS BANK USA,WA,Deposits and withdrawals,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,IL,Problem using a debit or ATM card,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,NE,Deposits and withdrawals,1,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,OK,Problem using a debit or ATM card,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,WY,Problem accessing account,1,2024-01-03
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,STATE STREET BANK AND TRUST COMPANY,VI,Banking errors,1,2024-03-18
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,U.S. BANCORP,MN,Fee problem,1,2024-08-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,MS,Deposits and withdrawals,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,VT,Deposits and withdrawals,1,2023-12-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,WI,Problem using a debit or ATM card,1,2024-08-26
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,WY,Deposits and withdrawals,1,2024-04-18
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Postal mail,"ARVEST BANK GROUP, INC.",AR,Cashing a check,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,AMERICA FIRST FEDERAL CREDIT UNION,WY,Deposits and withdrawals,1,2024-02-20
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,Deposits and withdrawals,1,2024-08-28
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,"Block, Inc.",ME,Problem accessing account,1,2024-08-16
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",DE,Deposits and withdrawals,1,2024-08-14
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,Comerica,IA,Problem using a debit or ATM card,1,2024-07-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,FIFTH THIRD FINANCIAL CORPORATION,VA,Deposits and withdrawals,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,GLOBAL CREDIT UNION,AK,Problem using a debit or ATM card,2,2024-07-03
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,Glacier Bancorp Inc.,MT,Deposits and withdrawals,1,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,AK,Deposits and withdrawals,1,2024-05-13
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,NH,Problem using a debit or ATM card,1,2024-07-25
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,UT,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,WV,Problem using a debit or ATM card,1,2024-07-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,SD,Problem using a debit or ATM card,1,2024-06-28
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,SCHOOLSFIRST FEDERAL CREDIT UNION,OR,Problem using a debit or ATM card,1,2024-08-08
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,SYNCHRONY FINANCIAL,VT,Problem making or receiving payments,1,2024-01-19
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,U.S. BANCORP,SD,Problem using a debit or ATM card,2,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,HI,Deposits and withdrawals,1,2024-08-02
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,KS,Deposits and withdrawals,2,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,PA,Problem using a debit or ATM card,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,AK,Deposits and withdrawals,1,2024-06-11
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,AK,Problem using a debit or ATM card,1,2024-06-03
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,CO,Deposits and withdrawals,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,ID,Deposits and withdrawals,1,2024-07-03
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,MT,Problem using a debit or ATM card,1,2024-04-10
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,OR,Funds not handled or disbursed as instructed,1,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,WY,Deposits and withdrawals,1,2024-08-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,ADP Inc.,ID,Problem using a debit or ATM card,1,2024-08-06
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,ADP Inc.,OR,Problem accessing account,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,AMERICAN EXPRESS COMPANY,SD,Problem using a debit or ATM card,1,2024-03-14
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"ARVEST BANK GROUP, INC.",AR,Problem using a debit or ATM card,1,2024-08-27
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,BANCFIRST CORPORATION,OK,Banking errors,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",MT,Deposits and withdrawals,1,2024-03-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",ND,Deposits and withdrawals,1,2024-07-24
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,BANK OF HAWAII CORPORATION,MP,Deposits and withdrawals,1,2024-02-20
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"BMO Bank, N.A.",WI,Problem accessing account,1,2024-08-29
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,BOK FINANCIAL CORP,NM,Deposits and withdrawals,1,2024-08-23
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,BOK FINANCIAL CORP,OK,Problem accessing account,1,2024-08-27
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",AK,Problem making or receiving payments,1,2024-05-15
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",ME,Deposits and withdrawals,1,2024-05-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",MO,Problem using a debit or ATM card,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",WV,Deposits and withdrawals,1,2024-07-10
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",WV,Problem using a debit or ATM card,1,2024-07-14
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"Block, Inc.",WY,Problem using a debit or ATM card,1,2024-07-24
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,ID,Banking errors,1,2024-08-16
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,KS,Funds not handled or disbursed as instructed,1,2024-08-07
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,ND,Deposits and withdrawals,1,2024-08-08
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,NH,Cashing a check,1,2024-07-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,NJ,Deposits and withdrawals,1,2024-09-01
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,VT,Deposits and withdrawals,1,2023-09-22
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CHARLES SCHWAB CORPORATION, THE",HI,Deposits and withdrawals,1,2024-08-30
Checking or savings account,Managing an account,Checking account,Yes,Closed with explanation,Web,"CITIBANK, N.A.",OH,Problem accessing account,1,2024-08-30
