product,issue,sub_product,timely,company_response,submitted_via,company,state,sub_issue,Count of complaint_id,Month Year
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Account information incorrect,1,2024-08-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",RI,Information belongs to someone else,2,2024-08-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Information belongs to someone else,1,2024-02-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VI,Information belongs to someone else,6,2024-07-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VT,Account information incorrect,2,2024-04-22
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VT,Information belongs to someone else,1,2024-03-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VT,Old information reappears or never goes away,1,2023-09-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WV,Personal information incorrect,2,2024-08-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Account status incorrect,1,2024-03-15
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WY,Information belongs to someone else,3,2024-04-17
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,TRANSWORLD SYSTEMS INC,DE,Account information incorrect,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,HI,Information belongs to someone else,1,2024-07-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,ID,Account information incorrect,1,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"The CBE Group, Inc.",ME,Information belongs to someone else,1,2024-05-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,TomoCredit Inc.,MI,Information is missing that should be on the report,1,2024-08-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,AR,Information belongs to someone else,1,2024-08-27
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,ID,Account information incorrect,1,2024-08-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,ID,Information belongs to someone else,1,2024-07-18
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,United PanAm Financial Corp.,LA,Information belongs to someone else,1,2024-08-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,United Revenue Corporation,MO,Account information incorrect,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Upgrade, Inc.",WV,Account status incorrect,1,2024-08-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Upstart Holdings, Inc.",AZ,Account status incorrect,1,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Upstart Holdings, Inc.",WA,Public record information inaccurate,1,2024-08-24
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,V and H Portfolio,MI,Old information reappears or never goes away,2,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"VW Credit, Inc",MO,Account information incorrect,1,2024-09-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,Velocity Portfolio Group,WA,Information belongs to someone else,1,2024-08-24
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,UT,Account status incorrect,1,2024-08-15
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,WV,Information belongs to someone else,1,2024-08-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Westlake Services, LLC",GA,Old information reappears or never goes away,1,2024-09-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Westlake Services, LLC",NJ,Account information incorrect,1,2024-09-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,"Westlake Services, LLC",WY,Account information incorrect,1,2024-08-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,World Acceptance Corporation,NM,Public record information inaccurate,1,2024-08-21
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with explanation,Web,Zions Debt Holdings,PA,Information belongs to someone else,1,2024-09-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with monetary relief,Web,"Bread Financial Holdings, Inc.",ND,Account information incorrect,1,2024-06-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Phone,"ACIMA CREDIT, LLC",AR,Account information incorrect,1,2024-08-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Phone,CAPITAL ONE FINANCIAL CORPORATION,SD,Information belongs to someone else,1,2024-08-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",ME,Account information incorrect,1,2024-05-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MT,Personal information incorrect,1,2024-06-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Postal mail,"CLGF Holdco 1, LLC",IA,Information belongs to someone else,1,2024-08-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Postal mail,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SD,Personal information incorrect,1,2024-05-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"Bread Financial Holdings, Inc.",VA,Information is missing that should be on the report,1,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,ME,Information belongs to someone else,1,2024-07-16
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,MT,Information belongs to someone else,1,2024-04-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,SD,Information belongs to someone else,1,2024-07-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",HI,Account status incorrect,1,2024-08-21
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",HI,Information belongs to someone else,1,2024-08-28
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",IA,Information belongs to someone else,1,2024-08-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",ME,Account information incorrect,2,2024-07-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",NE,Account information incorrect,1,2024-08-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",OK,Information belongs to someone else,1,2024-08-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",SC,Information belongs to someone else,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",VT,Account status incorrect,1,2024-08-19
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",VT,Information belongs to someone else,1,2024-06-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CBC Companies, Inc.",WY,Information belongs to someone else,1,2024-05-17
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",AL,Information belongs to someone else,1,2024-08-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",AR,Information belongs to someone else,1,2024-09-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",ID,Account information incorrect,1,2024-08-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",MD,Information belongs to someone else,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",MD,Old information reappears or never goes away,1,2024-09-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",MT,Information belongs to someone else,1,2024-05-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",PA,Information belongs to someone else,1,2024-09-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",SD,Account status incorrect,2,2024-05-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",VT,Account status incorrect,1,2024-03-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",WA,Account information incorrect,1,2024-08-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"Credence Resource Management, LLC",AK,Account information incorrect,1,2024-06-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,ENCORE CAPITAL GROUP INC.,ND,Information belongs to someone else,1,2024-06-18
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",AK,Account status incorrect,5,2024-06-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",AK,Information belongs to someone else,19,2024-08-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",AK,Old information reappears or never goes away,1,2024-06-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",AK,Personal information incorrect,2,2024-05-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",GU,Personal information incorrect,1,2024-02-20
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",HI,Account status incorrect,1,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",HI,Information belongs to someone else,13,2024-08-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",HI,Personal information incorrect,1,2024-08-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",IA,Account information incorrect,1,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",IA,Information belongs to someone else,8,2024-08-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ID,Account status incorrect,3,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ID,Information belongs to someone else,11,2024-08-19
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",KS,Information belongs to someone else,5,2024-08-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ME,Account information incorrect,4,2024-07-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ME,Account status incorrect,1,2024-06-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ME,Information belongs to someone else,4,2024-07-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ME,Personal information incorrect,1,2024-06-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",MT,Account information incorrect,2,2024-07-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",MT,Account status incorrect,4,2024-06-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",MT,Information belongs to someone else,9,2024-06-24
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",MT,Personal information incorrect,1,2024-05-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ND,Account information incorrect,1,2024-05-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ND,Account status incorrect,4,2024-07-24
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",ND,Information belongs to someone else,9,2024-07-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NE,Information belongs to someone else,1,2024-08-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NH,Account information incorrect,1,2024-07-24
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NH,Account status incorrect,2,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NH,Information belongs to someone else,3,2024-08-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NH,Personal information incorrect,2,2024-08-19
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NM,Account status incorrect,1,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NM,Information belongs to someone else,9,2024-08-12
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",NM,Personal information incorrect,1,2024-07-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",PR,Information belongs to someone else,10,2024-08-10
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",RI,Information belongs to someone else,2,2024-08-21
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",RI,Personal information incorrect,1,2024-08-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",SD,Account information incorrect,5,2024-07-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",SD,Information belongs to someone else,10,2024-07-19
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",SD,Old information reappears or never goes away,1,2024-05-10
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",SD,Personal information incorrect,1,2024-03-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",UT,Information belongs to someone else,1,2024-08-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",UT,Personal information incorrect,1,2024-08-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VI,Information belongs to someone else,62,2024-08-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VI,Personal information incorrect,1,2024-03-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VT,Account information incorrect,16,2024-06-28
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VT,Account status incorrect,3,2024-07-16
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VT,Information belongs to someone else,8,2024-07-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",VT,Personal information incorrect,2,2024-02-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WV,Account status incorrect,2,2024-07-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WV,Information belongs to someone else,7,2024-08-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WV,Personal information incorrect,2,2024-08-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WY,Account information incorrect,1,2024-04-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WY,Account status incorrect,1,2024-06-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WY,Information belongs to someone else,7,2024-07-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",WY,Old information reappears or never goes away,2,2024-06-21
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,AK,Account status incorrect,2,2024-05-14
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,AK,Information belongs to someone else,5,2024-05-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,AK,Personal information incorrect,1,2024-05-02
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,AK,Public record information inaccurate,1,2024-04-27
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,DC,Information belongs to someone else,1,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,GU,Personal information incorrect,1,2024-02-20
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ID,Account status incorrect,1,2024-06-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ID,Information belongs to someone else,1,2024-07-10
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ME,Account information incorrect,2,2024-07-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ME,Information belongs to someone else,6,2024-07-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,MT,Information belongs to someone else,9,2024-07-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,MT,Personal information incorrect,1,2024-05-03
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ND,Account information incorrect,1,2024-05-30
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,ND,Information belongs to someone else,2,2024-06-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,SD,Account information incorrect,1,2024-02-26
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,SD,Information belongs to someone else,9,2024-06-23
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,SD,Personal information incorrect,1,2024-03-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VI,Information belongs to someone else,19,2024-07-16
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VI,Personal information incorrect,1,2024-03-07
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VT,Account information incorrect,2,2024-02-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VT,Account status incorrect,1,2024-07-16
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VT,Information belongs to someone else,4,2024-07-08
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,VT,Personal information incorrect,1,2024-02-13
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,WV,Account status incorrect,1,2024-07-10
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,WV,Information belongs to someone else,2,2024-07-09
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,WY,Account information incorrect,2,2024-06-04
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,WY,Information belongs to someone else,3,2024-05-17
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,WY,Old information reappears or never goes away,3,2024-07-05
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,First Advantage LNS Inc.,OK,Information belongs to someone else,1,2024-08-17
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,GOLDMAN SACHS BANK USA,MA,Account status incorrect,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"ID Analytics, Inc.",SC,Information belongs to someone else,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,"ID Analytics, Inc.",VT,Information belongs to someone else,1,2024-06-11
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,ID,Account information incorrect,1,2024-08-01
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,SD,Information belongs to someone else,1,2024-03-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,AL,Information belongs to someone else,1,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,AR,Information belongs to someone else,1,2024-08-31
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,IA,Information belongs to someone else,1,2024-08-06
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,MI,Public record information inaccurate,1,2024-08-29
Credit reporting or other personal consumer reports,Incorrect information on your report,Credit reporting,Yes,Closed with non-monetary relief,Web,LEXISNEXIS,MN,Account information incorrect,1,2024-08-29
